epoch,module,gamma,L_mean,L_std_spatial,L_min,L_max,L_sat_frac
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
0,model.10,0.0,0.5,0.0,0.5,0.5,0.0
