epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,run,train/rsl_loss,val/rsl_loss
49,1962.19,1.01319,0.76385,1.15096,0.75898,0.59494,0.67483,0.41365,1.4485,1.19473,1.47041,0.000328,0.000328,0.000328,2_yolov8s_rfd,,
50,2001.52,1.00509,0.74977,1.13899,0.74671,0.61029,0.67239,0.40999,1.45209,1.20188,1.47281,0.000321812,0.000321812,0.000321812,2_yolov8s_rfd,,
51,2040.89,1.00303,0.73761,1.13961,0.72453,0.62062,0.68019,0.41524,1.44529,1.19165,1.46788,0.000315625,0.000315625,0.000315625,2_yolov8s_rfd,,
52,2080.23,0.99122,0.74067,1.1381,0.74177,0.62392,0.68395,0.42051,1.43291,1.15768,1.46314,0.000309437,0.000309437,0.000309437,2_yolov8s_rfd,,
53,2119.44,0.99084,0.73311,1.13117,0.74178,0.61635,0.68128,0.42029,1.4337,1.17601,1.45732,0.00030325,0.00030325,0.00030325,2_yolov8s_rfd,,
54,2158.52,0.9741,0.724,1.12681,0.73619,0.62931,0.67939,0.41949,1.44072,1.19313,1.46019,0.000297063,0.000297063,0.000297063,2_yolov8s_rfd,,
55,2197.86,0.96523,0.70842,1.11969,0.75708,0.6159,0.68737,0.42365,1.4325,1.1736,1.45854,0.000290875,0.000290875,0.000290875,2_yolov8s_rfd,,
56,2237.14,0.96581,0.69989,1.11877,0.74111,0.62558,0.68167,0.42188,1.43516,1.16631,1.47404,0.000284688,0.000284688,0.000284688,2_yolov8s_rfd,,
57,2276.71,0.95957,0.69718,1.11565,0.73979,0.62637,0.68244,0.42259,1.44319,1.16363,1.46234,0.0002785,0.0002785,0.0002785,2_yolov8s_rfd,,
58,2316.16,0.95597,0.68964,1.10997,0.71648,0.63948,0.67554,0.41707,1.44125,1.17893,1.46634,0.000272313,0.000272313,0.000272313,2_yolov8s_rfd,,
59,2355.48,0.94156,0.67761,1.10595,0.75925,0.61722,0.68207,0.42145,1.43916,1.18886,1.46756,0.000266125,0.000266125,0.000266125,2_yolov8s_rfd,,
60,2394.61,0.93491,0.67432,1.09863,0.74052,0.63936,0.69393,0.42875,1.43176,1.15458,1.45002,0.000259938,0.000259938,0.000259938,2_yolov8s_rfd,,
61,2433.94,0.92188,0.66,1.09676,0.76618,0.61945,0.68827,0.42412,1.44722,1.17733,1.47707,0.00025375,0.00025375,0.00025375,2_yolov8s_rfd,,
62,2473.59,0.92344,0.66221,1.09202,0.74095,0.63616,0.68425,0.42077,1.44123,1.16732,1.46304,0.000247563,0.000247563,0.000247563,2_yolov8s_rfd,,
63,2512.65,0.91717,0.66407,1.09517,0.74605,0.63983,0.69137,0.42304,1.44736,1.17597,1.47504,0.000241375,0.000241375,0.000241375,2_yolov8s_rfd,,
64,2552.16,0.90983,0.63818,1.08171,0.7823,0.60672,0.68015,0.41815,1.44066,1.202,1.47298,0.000235188,0.000235188,0.000235188,2_yolov8s_rfd,,
65,2591.84,0.90054,0.63737,1.08354,0.76683,0.63192,0.69265,0.42454,1.4355,1.16018,1.47698,0.000229,0.000229,0.000229,2_yolov8s_rfd,,
66,2631.01,0.90645,0.6417,1.08412,0.75709,0.63339,0.68936,0.42595,1.43708,1.16316,1.47023,0.000222813,0.000222813,0.000222813,2_yolov8s_rfd,,
67,2670.68,0.89314,0.62684,1.07726,0.76978,0.61422,0.68514,0.42242,1.44341,1.17774,1.49183,0.000216625,0.000216625,0.000216625,2_yolov8s_rfd,,
68,2710.24,0.88217,0.62534,1.07486,0.77443,0.60911,0.68267,0.42177,1.43809,1.19452,1.47529,0.000210437,0.000210437,0.000210437,2_yolov8s_rfd,,
69,2749.82,0.88458,0.60985,1.06733,0.74969,0.62959,0.68261,0.42243,1.42879,1.18883,1.46446,0.00020425,0.00020425,0.00020425,2_yolov8s_rfd,,
70,2788.4,0.87223,0.61459,1.07039,0.74199,0.63522,0.68709,0.42658,1.4283,1.16981,1.46599,0.000198063,0.000198063,0.000198063,2_yolov8s_rfd,,
71,2827.17,0.87777,0.60846,1.06236,0.74427,0.63608,0.69109,0.42986,1.44088,1.17878,1.47838,0.000191875,0.000191875,0.000191875,2_yolov8s_rfd,,
72,2865.65,0.86159,0.60348,1.05922,0.76539,0.63326,0.69373,0.4293,1.44382,1.17688,1.49316,0.000185688,0.000185688,0.000185688,2_yolov8s_rfd,,
73,2904.08,0.86291,0.60264,1.06496,0.74607,0.6327,0.6907,0.4293,1.43296,1.17766,1.47679,0.0001795,0.0001795,0.0001795,2_yolov8s_rfd,,
74,2942.29,0.85702,0.58882,1.05852,0.75007,0.63585,0.68853,0.42577,1.43398,1.18548,1.48188,0.000173313,0.000173313,0.000173313,2_yolov8s_rfd,,
75,2980.37,0.86092,0.59548,1.05501,0.76026,0.62706,0.69257,0.43055,1.43573,1.17588,1.473,0.000167125,0.000167125,0.000167125,2_yolov8s_rfd,,
76,3018.93,0.84729,0.58642,1.05185,0.74881,0.63782,0.68979,0.42774,1.43488,1.17631,1.47263,0.000160938,0.000160938,0.000160938,2_yolov8s_rfd,,
77,3058.07,0.82798,0.57541,1.04557,0.7587,0.62975,0.6913,0.42721,1.43916,1.16358,1.4785,0.00015475,0.00015475,0.00015475,2_yolov8s_rfd,,
78,3097.46,0.84057,0.58198,1.04508,0.75195,0.64283,0.69214,0.42792,1.43734,1.17663,1.483,0.000148563,0.000148563,0.000148563,2_yolov8s_rfd,,
79,3136.55,0.83177,0.56949,1.04231,0.75823,0.63273,0.68907,0.4269,1.43736,1.17526,1.47855,0.000142375,0.000142375,0.000142375,2_yolov8s_rfd,,
80,3175.6,0.82419,0.5696,1.03981,0.77206,0.62565,0.69083,0.42841,1.43076,1.16981,1.4799,0.000136187,0.000136187,0.000136187,2_yolov8s_rfd,,
81,3214.54,0.80931,0.55793,1.0339,0.76931,0.6235,0.6928,0.42944,1.43222,1.17289,1.48416,0.00013,0.00013,0.00013,2_yolov8s_rfd,,
82,3253.59,0.8059,0.55676,1.03264,0.75069,0.64097,0.6893,0.42736,1.43683,1.17136,1.49213,0.000123812,0.000123812,0.000123812,2_yolov8s_rfd,,
83,3292.65,0.80877,0.55222,1.03086,0.74773,0.64066,0.69301,0.43006,1.43783,1.18089,1.48423,0.000117625,0.000117625,0.000117625,2_yolov8s_rfd,,
84,3331.83,0.80099,0.54612,1.02776,0.74308,0.63834,0.68835,0.42595,1.44116,1.17576,1.49005,0.000111438,0.000111438,0.000111438,2_yolov8s_rfd,,
85,3371.16,0.79627,0.5375,1.02148,0.7464,0.64793,0.69486,0.43208,1.43129,1.17847,1.48727,0.00010525,0.00010525,0.00010525,2_yolov8s_rfd,,
86,3410.24,0.79336,0.54673,1.02885,0.73651,0.63972,0.68711,0.42849,1.43841,1.19532,1.48818,9.90625e-05,9.90625e-05,9.90625e-05,2_yolov8s_rfd,,
87,3449.33,0.79524,0.5522,1.0285,0.75566,0.6415,0.69136,0.42948,1.43985,1.19876,1.49298,9.2875e-05,9.2875e-05,9.2875e-05,2_yolov8s_rfd,,
88,3488.51,0.78332,0.5374,1.02499,0.73981,0.64503,0.68718,0.42573,1.44076,1.18898,1.49576,8.66875e-05,8.66875e-05,8.66875e-05,2_yolov8s_rfd,,
89,3528.02,0.77457,0.5277,1.02183,0.75151,0.63544,0.68677,0.42778,1.43909,1.19143,1.49002,8.05e-05,8.05e-05,8.05e-05,2_yolov8s_rfd,,
90,3567.48,0.77182,0.52356,1.01726,0.7478,0.63903,0.68901,0.43036,1.43048,1.18782,1.48798,7.43125e-05,7.43125e-05,7.43125e-05,2_yolov8s_rfd,,
91,3619.38,0.73019,0.41676,0.97764,0.75009,0.63601,0.67988,0.42143,1.44719,1.19548,1.5098,6.8125e-05,6.8125e-05,6.8125e-05,2_yolov8s_rfd,,
92,3658.4,0.68913,0.38122,0.95505,0.76487,0.63559,0.68859,0.42694,1.43708,1.18172,1.49836,6.19375e-05,6.19375e-05,6.19375e-05,2_yolov8s_rfd,,
93,3697.31,0.68137,0.37537,0.95105,0.75664,0.63386,0.68586,0.42514,1.4375,1.20883,1.49666,5.575e-05,5.575e-05,5.575e-05,2_yolov8s_rfd,,
94,3736.11,0.67323,0.37208,0.94617,0.75337,0.64032,0.68649,0.42553,1.43757,1.21078,1.49947,4.95625e-05,4.95625e-05,4.95625e-05,2_yolov8s_rfd,,
95,3775.53,0.66456,0.3711,0.94786,0.75347,0.64106,0.6878,0.42565,1.43703,1.20675,1.50259,4.3375e-05,4.3375e-05,4.3375e-05,2_yolov8s_rfd,,
96,3814.74,0.65033,0.36121,0.93679,0.75425,0.64271,0.68694,0.42366,1.4411,1.21683,1.50667,3.71875e-05,3.71875e-05,3.71875e-05,2_yolov8s_rfd,,
97,3854.31,0.64993,0.36007,0.93899,0.75796,0.63812,0.68803,0.42663,1.43785,1.21274,1.50707,3.1e-05,3.1e-05,3.1e-05,2_yolov8s_rfd,,
98,3893.78,0.64729,0.35879,0.93913,0.74319,0.64342,0.68683,0.42535,1.43805,1.21807,1.50971,2.48125e-05,2.48125e-05,2.48125e-05,2_yolov8s_rfd,,
99,3932.96,0.64357,0.35611,0.94084,0.74296,0.6451,0.68758,0.42522,1.43963,1.22433,1.5105,1.8625e-05,1.8625e-05,1.8625e-05,2_yolov8s_rfd,,
100,3971.85,0.63746,0.3515,0.9315,0.75757,0.6348,0.68857,0.42682,1.43833,1.21518,1.50897,1.24375e-05,1.24375e-05,1.24375e-05,2_yolov8s_rfd,,
1,41.2386,1.43607,2.29228,1.391,0.64468,0.55504,0.60197,0.36005,1.39628,1.60646,1.34485,0.000207225,0.000207225,0.000207225,3_yolov8s_rfd_rsl,0.06636,0.0
2,81.6772,1.42487,1.66757,1.39569,0.62446,0.48779,0.54511,0.30394,1.52985,1.67468,1.50262,0.000411444,0.000411444,0.000411444,3_yolov8s_rfd_rsl,0.07149,0.0
3,122.026,1.48205,1.72916,1.46487,0.53785,0.50136,0.4943,0.26497,1.604,1.73612,1.56455,0.000611539,0.000611539,0.000611539,3_yolov8s_rfd_rsl,0.11094,0.0
4,162.331,1.48608,1.72341,1.47166,0.53198,0.51037,0.49465,0.27302,1.58389,1.74113,1.55824,0.000606437,0.000606437,0.000606437,3_yolov8s_rfd_rsl,0.10009,0.0
5,202.396,1.47074,1.64714,1.4685,0.56809,0.48811,0.50957,0.28111,1.59004,1.67418,1.5893,0.00060025,0.00060025,0.00060025,3_yolov8s_rfd_rsl,0.08662,0.0
6,242.952,1.45552,1.60843,1.45643,0.5806,0.50208,0.51774,0.28427,1.56448,1.65929,1.54457,0.000594062,0.000594062,0.000594062,3_yolov8s_rfd_rsl,0.07113,0.0
7,283.121,1.42607,1.53223,1.43805,0.62327,0.53548,0.56927,0.31953,1.53525,1.58029,1.53167,0.000587875,0.000587875,0.000587875,3_yolov8s_rfd_rsl,0.07555,0.0
8,323.31,1.40639,1.47783,1.42657,0.63003,0.539,0.5793,0.33188,1.53624,1.49325,1.53459,0.000581687,0.000581687,0.000581687,3_yolov8s_rfd_rsl,0.07156,0.0
9,363.466,1.39474,1.46328,1.4204,0.61464,0.52576,0.5589,0.32599,1.49245,1.49906,1.49677,0.0005755,0.0005755,0.0005755,3_yolov8s_rfd_rsl,0.06991,0.0
10,403.659,1.35492,1.40858,1.38651,0.63106,0.53225,0.57025,0.33335,1.49172,1.49349,1.50644,0.000569313,0.000569313,0.000569313,3_yolov8s_rfd_rsl,0.07596,0.0
11,444.157,1.35373,1.37702,1.38922,0.64906,0.55281,0.59756,0.35224,1.48797,1.4267,1.49095,0.000563125,0.000563125,0.000563125,3_yolov8s_rfd_rsl,0.06191,0.0
12,484.477,1.3471,1.3409,1.37544,0.65437,0.57582,0.61313,0.36614,1.46696,1.40006,1.4796,0.000556938,0.000556938,0.000556938,3_yolov8s_rfd_rsl,0.05362,0.0
13,524.527,1.33464,1.29796,1.36223,0.63972,0.5599,0.59695,0.35336,1.46503,1.41962,1.47016,0.00055075,0.00055075,0.00055075,3_yolov8s_rfd_rsl,0.05284,0.0
14,564.982,1.30747,1.26243,1.34746,0.65327,0.57208,0.61317,0.36018,1.47747,1.39397,1.48374,0.000544563,0.000544563,0.000544563,3_yolov8s_rfd_rsl,0.05811,0.0
15,604.977,1.29544,1.24205,1.33581,0.64465,0.56472,0.60388,0.35943,1.45861,1.35898,1.47516,0.000538375,0.000538375,0.000538375,3_yolov8s_rfd_rsl,0.05299,0.0
16,644.994,1.28947,1.2049,1.33613,0.70218,0.56519,0.63208,0.38005,1.45029,1.33604,1.47115,0.000532187,0.000532187,0.000532187,3_yolov8s_rfd_rsl,0.04989,0.0
17,685.018,1.28359,1.19639,1.33401,0.67003,0.57668,0.63624,0.38234,1.45722,1.32762,1.46595,0.000526,0.000526,0.000526,3_yolov8s_rfd_rsl,0.03942,0.0
18,725.757,1.26764,1.17848,1.32253,0.6466,0.59786,0.6381,0.38351,1.44562,1.32028,1.4594,0.000519812,0.000519812,0.000519812,3_yolov8s_rfd_rsl,0.03951,0.0
19,765.888,1.25708,1.16246,1.31155,0.67714,0.58154,0.6271,0.3735,1.46954,1.33904,1.46845,0.000513625,0.000513625,0.000513625,3_yolov8s_rfd_rsl,0.05667,0.0
20,806.01,1.24072,1.14443,1.30648,0.67709,0.59086,0.64127,0.39052,1.45248,1.31085,1.46211,0.000507438,0.000507438,0.000507438,3_yolov8s_rfd_rsl,0.04162,0.0
21,846.083,1.23687,1.11731,1.29869,0.69904,0.57721,0.64606,0.38885,1.4476,1.28172,1.46076,0.00050125,0.00050125,0.00050125,3_yolov8s_rfd_rsl,0.03392,0.0
22,886.622,1.22945,1.07632,1.29255,0.68725,0.60159,0.65944,0.40083,1.42428,1.27116,1.4396,0.000495063,0.000495063,0.000495063,3_yolov8s_rfd_rsl,0.02727,0.0
23,926.828,1.21185,1.06885,1.2802,0.69491,0.59563,0.65408,0.3903,1.45423,1.2707,1.46305,0.000488875,0.000488875,0.000488875,3_yolov8s_rfd_rsl,0.02642,0.0
24,967.009,1.20401,1.05032,1.2689,0.72308,0.59218,0.66376,0.40361,1.43615,1.24073,1.4559,0.000482687,0.000482687,0.000482687,3_yolov8s_rfd_rsl,0.0261,0.0
25,1007.25,1.20151,1.04396,1.27433,0.72342,0.58036,0.6503,0.3901,1.46005,1.28316,1.46651,0.0004765,0.0004765,0.0004765,3_yolov8s_rfd_rsl,0.02735,0.0
26,1042.61,1.19132,1.02505,1.26917,0.69834,0.60932,0.66043,0.40019,1.44067,1.24426,1.46441,0.000470312,0.000470312,0.000470312,3_yolov8s_rfd_rsl,0.0197,0.0
27,1078.74,1.17636,0.9986,1.25589,0.72114,0.59521,0.65948,0.39899,1.46031,1.25418,1.47374,0.000464125,0.000464125,0.000464125,3_yolov8s_rfd_rsl,0.02668,0.0
28,1115.27,1.17121,0.98023,1.25213,0.70674,0.61129,0.66342,0.40125,1.43388,1.2407,1.44802,0.000457938,0.000457938,0.000457938,3_yolov8s_rfd_rsl,0.03059,0.0
29,1151.45,1.15866,0.97258,1.24755,0.71706,0.59274,0.66357,0.40079,1.45401,1.26035,1.46076,0.00045175,0.00045175,0.00045175,3_yolov8s_rfd_rsl,0.02299,0.0
30,1186.79,1.147,0.96239,1.24032,0.72736,0.60378,0.66589,0.40421,1.43873,1.23613,1.4513,0.000445562,0.000445562,0.000445562,3_yolov8s_rfd_rsl,0.039,0.0
31,1221.27,1.14148,0.94305,1.23548,0.73229,0.58783,0.65848,0.39372,1.47155,1.25117,1.48763,0.000439375,0.000439375,0.000439375,3_yolov8s_rfd_rsl,0.02844,0.0
32,1257.92,1.1287,0.92799,1.22357,0.7134,0.61813,0.66288,0.40346,1.44439,1.20879,1.4585,0.000433187,0.000433187,0.000433187,3_yolov8s_rfd_rsl,0.01869,0.0
33,1294.58,1.1268,0.91599,1.22318,0.69298,0.60599,0.65531,0.39643,1.44458,1.26217,1.457,0.000427,0.000427,0.000427,3_yolov8s_rfd_rsl,0.01588,0.0
34,1331.74,1.1212,0.89457,1.21232,0.70463,0.62314,0.67386,0.41189,1.42854,1.20801,1.44817,0.000420812,0.000420812,0.000420812,3_yolov8s_rfd_rsl,0.02562,0.0
35,1371.49,1.10685,0.89827,1.20628,0.72139,0.59415,0.65748,0.40125,1.44554,1.26161,1.45722,0.000414625,0.000414625,0.000414625,3_yolov8s_rfd_rsl,0.03713,0.0
36,1407.08,1.11529,0.89285,1.21167,0.70988,0.60327,0.65802,0.40514,1.44512,1.22234,1.45684,0.000408438,0.000408438,0.000408438,3_yolov8s_rfd_rsl,0.02631,0.0
37,1442.0,1.10928,0.86622,1.2011,0.72314,0.60912,0.66794,0.40886,1.43921,1.19999,1.45547,0.00040225,0.00040225,0.00040225,3_yolov8s_rfd_rsl,0.02983,0.0
38,1476.19,1.08005,0.85072,1.18966,0.71595,0.61956,0.66973,0.41167,1.433,1.22541,1.44984,0.000396063,0.000396063,0.000396063,3_yolov8s_rfd_rsl,0.0237,0.0
39,1510.6,1.08289,0.8549,1.19194,0.71176,0.61259,0.66847,0.4107,1.43557,1.20763,1.46181,0.000389875,0.000389875,0.000389875,3_yolov8s_rfd_rsl,0.01663,0.0
40,1545.01,1.06847,0.84107,1.19225,0.72859,0.6139,0.6758,0.41556,1.42181,1.19327,1.44736,0.000383688,0.000383688,0.000383688,3_yolov8s_rfd_rsl,0.01578,0.0
41,1579.5,1.07181,0.83362,1.18464,0.74403,0.60941,0.67429,0.41307,1.42222,1.20359,1.44299,0.0003775,0.0003775,0.0003775,3_yolov8s_rfd_rsl,0.01213,0.0
42,1613.88,1.06107,0.817,1.17579,0.73976,0.61545,0.67871,0.41629,1.44296,1.21002,1.46696,0.000371313,0.000371313,0.000371313,3_yolov8s_rfd_rsl,0.00845,0.0
43,1648.63,1.05593,0.80742,1.16954,0.75472,0.59835,0.67917,0.42044,1.42624,1.20149,1.44786,0.000365125,0.000365125,0.000365125,3_yolov8s_rfd_rsl,0.00666,0.0
44,1683.71,1.04648,0.79925,1.17044,0.72443,0.61222,0.67381,0.41648,1.42633,1.18406,1.44685,0.000358938,0.000358938,0.000358938,3_yolov8s_rfd_rsl,0.0057,0.0
45,1719.42,1.03286,0.78683,1.16268,0.74103,0.61109,0.68261,0.41918,1.4302,1.17165,1.45149,0.00035275,0.00035275,0.00035275,3_yolov8s_rfd_rsl,0.00574,0.0
46,1753.94,1.03236,0.78983,1.15813,0.73282,0.60311,0.66623,0.40824,1.44205,1.20661,1.45928,0.000346563,0.000346563,0.000346563,3_yolov8s_rfd_rsl,0.00559,0.0
47,1788.92,1.02105,0.77093,1.1535,0.75581,0.60513,0.68241,0.42162,1.42629,1.18516,1.45818,0.000340375,0.000340375,0.000340375,3_yolov8s_rfd_rsl,0.00464,0.0
48,1825.52,1.02364,0.77624,1.15492,0.72388,0.63048,0.67174,0.41307,1.43832,1.17372,1.44657,0.000334188,0.000334188,0.000334188,3_yolov8s_rfd_rsl,0.00548,0.0
49,1863.7,1.00919,0.75994,1.1456,0.71798,0.62571,0.67679,0.41805,1.43786,1.17913,1.46264,0.000328,0.000328,0.000328,3_yolov8s_rfd_rsl,0.00817,0.0
50,1901.22,0.99919,0.74204,1.13608,0.73718,0.61697,0.67669,0.41772,1.44306,1.19803,1.462,0.000321812,0.000321812,0.000321812,3_yolov8s_rfd_rsl,0.01249,0.0
51,1934.15,1.00629,0.74239,1.14069,0.74817,0.61062,0.67962,0.41888,1.43377,1.18423,1.45092,0.000315625,0.000315625,0.000315625,3_yolov8s_rfd_rsl,0.01476,0.0
52,1967.32,0.99446,0.73825,1.13816,0.72078,0.62887,0.68311,0.42161,1.42341,1.17213,1.4558,0.000309437,0.000309437,0.000309437,3_yolov8s_rfd_rsl,0.01593,0.0
53,1999.96,0.99242,0.7377,1.13129,0.73643,0.62035,0.68048,0.41927,1.43881,1.18109,1.4579,0.00030325,0.00030325,0.00030325,3_yolov8s_rfd_rsl,0.01559,0.0
54,2032.08,0.97438,0.71756,1.12678,0.74668,0.61093,0.67624,0.41738,1.43759,1.17496,1.47129,0.000297063,0.000297063,0.000297063,3_yolov8s_rfd_rsl,0.01483,0.0
55,2064.26,0.97098,0.70991,1.12798,0.75432,0.60959,0.67994,0.42012,1.42536,1.16854,1.45517,0.000290875,0.000290875,0.000290875,3_yolov8s_rfd_rsl,0.01255,0.0
56,2096.46,0.9637,0.70785,1.1199,0.73656,0.63239,0.68428,0.42644,1.43533,1.17055,1.46837,0.000284688,0.000284688,0.000284688,3_yolov8s_rfd_rsl,0.0115,0.0
57,2129.75,0.96317,0.69826,1.11775,0.73503,0.63031,0.68679,0.42102,1.4506,1.16866,1.47752,0.0002785,0.0002785,0.0002785,3_yolov8s_rfd_rsl,0.01072,0.0
58,2161.81,0.95406,0.68628,1.1113,0.75939,0.61385,0.68843,0.42912,1.43792,1.16857,1.46261,0.000272313,0.000272313,0.000272313,3_yolov8s_rfd_rsl,0.01126,0.0
59,2194.02,0.94104,0.68048,1.11067,0.7194,0.63884,0.68215,0.42343,1.43087,1.18139,1.47607,0.000266125,0.000266125,0.000266125,3_yolov8s_rfd_rsl,0.01024,0.0
60,2226.17,0.9443,0.67843,1.10374,0.73091,0.6362,0.69069,0.42819,1.43803,1.15379,1.46608,0.000259938,0.000259938,0.000259938,3_yolov8s_rfd_rsl,0.01099,0.0
61,2258.12,0.92309,0.66522,1.09775,0.7256,0.64601,0.68826,0.43068,1.43457,1.17023,1.47016,0.00025375,0.00025375,0.00025375,3_yolov8s_rfd_rsl,0.01143,0.0
62,2290.23,0.9295,0.66821,1.09749,0.75959,0.61734,0.68139,0.42389,1.43374,1.15781,1.46536,0.000247563,0.000247563,0.000247563,3_yolov8s_rfd_rsl,0.01016,0.0
63,2322.2,0.92117,0.66021,1.09719,0.75279,0.61347,0.67826,0.42288,1.43659,1.17248,1.4654,0.000241375,0.000241375,0.000241375,3_yolov8s_rfd_rsl,0.00972,0.0
64,2354.45,0.91708,0.65223,1.08732,0.74677,0.62434,0.68391,0.42346,1.43618,1.18,1.47015,0.000235188,0.000235188,0.000235188,3_yolov8s_rfd_rsl,0.01007,0.0
65,2386.63,0.90407,0.64179,1.08497,0.72411,0.63662,0.6791,0.42145,1.43814,1.17854,1.47075,0.000229,0.000229,0.000229,3_yolov8s_rfd_rsl,0.00994,0.0
66,2418.96,0.90611,0.64331,1.08465,0.75959,0.61749,0.68033,0.42241,1.43598,1.18674,1.46924,0.000222813,0.000222813,0.000222813,3_yolov8s_rfd_rsl,0.00894,0.0
67,2451.08,0.89985,0.62947,1.07929,0.75467,0.62446,0.68429,0.42489,1.43459,1.17079,1.46762,0.000216625,0.000216625,0.000216625,3_yolov8s_rfd_rsl,0.00824,0.0
68,2483.22,0.8825,0.62658,1.07394,0.73672,0.62887,0.6828,0.42732,1.4283,1.17976,1.46942,0.000210437,0.000210437,0.000210437,3_yolov8s_rfd_rsl,0.00815,0.0
69,2515.32,0.88267,0.61411,1.06359,0.74475,0.63514,0.68883,0.42737,1.43777,1.17541,1.47272,0.00020425,0.00020425,0.00020425,3_yolov8s_rfd_rsl,0.0067,0.0
70,2547.5,0.87381,0.6185,1.06723,0.77163,0.62007,0.69124,0.42669,1.434,1.1436,1.47206,0.000198063,0.000198063,0.000198063,3_yolov8s_rfd_rsl,0.0064,0.0
71,2579.51,0.87643,0.61291,1.0641,0.74859,0.62612,0.68543,0.42791,1.43112,1.17307,1.47169,0.000191875,0.000191875,0.000191875,3_yolov8s_rfd_rsl,0.00568,0.0
72,2611.54,0.86487,0.60077,1.05866,0.74593,0.63675,0.69173,0.43229,1.4367,1.1512,1.48023,0.000185688,0.000185688,0.000185688,3_yolov8s_rfd_rsl,0.00691,0.0
73,2643.74,0.8614,0.60017,1.06274,0.7505,0.62486,0.68728,0.42617,1.43681,1.17033,1.47651,0.0001795,0.0001795,0.0001795,3_yolov8s_rfd_rsl,0.00623,0.0
74,2675.72,0.85637,0.58772,1.0557,0.73961,0.63669,0.68421,0.42409,1.43548,1.17898,1.48148,0.000173313,0.000173313,0.000173313,3_yolov8s_rfd_rsl,0.00469,0.0
75,2707.84,0.85743,0.59729,1.0525,0.77126,0.62425,0.69048,0.42986,1.43585,1.16709,1.48927,0.000167125,0.000167125,0.000167125,3_yolov8s_rfd_rsl,0.00603,0.0
76,2739.89,0.84485,0.58702,1.05248,0.76771,0.62538,0.68399,0.42777,1.44054,1.18337,1.48167,0.000160938,0.000160938,0.000160938,3_yolov8s_rfd_rsl,0.00491,0.0
77,2771.98,0.83359,0.58079,1.04976,0.75527,0.63291,0.68756,0.42745,1.44656,1.18273,1.48769,0.00015475,0.00015475,0.00015475,3_yolov8s_rfd_rsl,0.00405,0.0
78,2804.2,0.84031,0.5804,1.04559,0.75537,0.64164,0.69602,0.43393,1.4401,1.16247,1.48806,0.000148563,0.000148563,0.000148563,3_yolov8s_rfd_rsl,0.00447,0.0
79,2836.6,0.83964,0.57231,1.04787,0.76303,0.62379,0.68675,0.42895,1.44181,1.1748,1.48751,0.000142375,0.000142375,0.000142375,3_yolov8s_rfd_rsl,0.00426,0.0
80,2868.92,0.82646,0.57078,1.04471,0.76,0.63007,0.68926,0.43086,1.44197,1.1797,1.49184,0.000136187,0.000136187,0.000136187,3_yolov8s_rfd_rsl,0.00461,0.0
81,2901.09,0.81339,0.56192,1.03559,0.76729,0.63846,0.69091,0.43276,1.44326,1.18645,1.49171,0.00013,0.00013,0.00013,3_yolov8s_rfd_rsl,0.00524,0.0
82,2933.33,0.80705,0.56093,1.0331,0.76309,0.63582,0.69618,0.43537,1.43267,1.17197,1.48532,0.000123812,0.000123812,0.000123812,3_yolov8s_rfd_rsl,0.00556,0.0
83,2965.61,0.80894,0.55459,1.03074,0.74729,0.64156,0.68921,0.43231,1.43613,1.18454,1.47936,0.000117625,0.000117625,0.000117625,3_yolov8s_rfd_rsl,0.00727,0.0
84,2997.64,0.8083,0.54866,1.03147,0.74924,0.63553,0.68324,0.42719,1.43881,1.18525,1.4862,0.000111438,0.000111438,0.000111438,3_yolov8s_rfd_rsl,0.00704,0.0
85,3029.79,0.79662,0.53684,1.02292,0.78751,0.61411,0.68711,0.43246,1.4381,1.17586,1.48366,0.00010525,0.00010525,0.00010525,3_yolov8s_rfd_rsl,0.00756,0.0
86,3061.83,0.79402,0.54761,1.02694,0.78052,0.62004,0.68786,0.43058,1.43848,1.17665,1.48412,9.90625e-05,9.90625e-05,9.90625e-05,3_yolov8s_rfd_rsl,0.00767,0.0
87,3093.86,0.79325,0.54916,1.02516,0.76553,0.63256,0.6897,0.42999,1.44026,1.18013,1.48837,9.2875e-05,9.2875e-05,9.2875e-05,3_yolov8s_rfd_rsl,0.00771,0.0
88,3126.0,0.78618,0.5357,1.02452,0.77317,0.62254,0.68922,0.42877,1.44173,1.18841,1.48737,8.66875e-05,8.66875e-05,8.66875e-05,3_yolov8s_rfd_rsl,0.00725,0.0
89,3158.29,0.77503,0.52741,1.02088,0.75155,0.63711,0.68834,0.43128,1.43526,1.19528,1.48606,8.05e-05,8.05e-05,8.05e-05,3_yolov8s_rfd_rsl,0.00678,0.0
90,3190.53,0.77146,0.52214,1.01454,0.73213,0.6552,0.69207,0.43236,1.43264,1.18113,1.48525,7.43125e-05,7.43125e-05,7.43125e-05,3_yolov8s_rfd_rsl,0.00727,0.0
91,3234.37,0.73012,0.41794,0.97487,0.77003,0.62503,0.67942,0.42089,1.45197,1.18306,1.51221,6.8125e-05,6.8125e-05,6.8125e-05,3_yolov8s_rfd_rsl,0.00676,0.0
