run,epoch,lambda_tv,train/box_loss,train/cls_loss,train/dfl_loss,train/det_loss,train/rsl_loss,weighted_rsl_loss,ratio_rsl_to_box,ratio_rsl_to_det,metrics/mAP50(B),metrics/mAP50-95(B)
e6p__lam-1e-5__s0,1,1e-05,1.43624,2.28208,1.39598,5.1143,0.08272,8.272000000000001e-07,5.759483094747397e-07,1.6174256496490235e-07,0.59193,0.3541
e6p__lam-1e-5__s0,2,1e-05,1.42241,1.66718,1.40143,4.491020000000001,0.11947,1.1947000000000002e-06,8.39912542797084e-07,2.6601974607104846e-07,0.52263,0.29441
e6p__lam-1e-5__s0,3,1e-05,1.47795,1.72936,1.46805,4.67536,0.15552,1.5552e-06,1.0522683446665988e-06,3.3263748673898906e-07,0.48876,0.27116
e6p__lam-1e-5__s0,4,1e-05,1.48168,1.74287,1.481,4.70555,0.1864,1.8640000000000003e-06,1.2580314237892124e-06,3.961279765383431e-07,0.50889,0.2786
e6p__lam-1e-5__s0,5,1e-05,1.47696,1.63741,1.47095,4.58532,0.18706,1.8706000000000001e-06,1.2665204203228252e-06,4.079540795407954e-07,0.52817,0.30166
e6p__lam-1e-5__s0,6,1e-05,1.45424,1.5934,1.45479,4.50243,0.1791,1.7910000000000003e-06,1.231571129937287e-06,3.977851959941632e-07,0.54237,0.30914
e6p__lam-1e-5__s0,7,1e-05,1.43029,1.52652,1.43861,4.39542,0.18238,1.8238e-06,1.2751260233938571e-06,4.149319063934732e-07,0.56308,0.32086
e6p__lam-1e-5__s0,8,1e-05,1.41447,1.47794,1.43607,4.32848,0.1747,1.7470000000000002e-06,1.235091589075767e-06,4.0360588474476033e-07,0.57564,0.32929
e6p__lam-1e-5__s0,9,1e-05,1.398,1.45872,1.42151,4.278230000000001,0.17508,1.7508000000000002e-06,1.2523605150214595e-06,4.092346601281371e-07,0.56868,0.32927
e6p__lam-1e-5__s0,10,1e-05,1.35988,1.40904,1.40018,4.1691,0.17525,1.7525e-06,1.2887166514692473e-06,4.2035451296442873e-07,0.58533,0.34318
e6p__lam-1e-5__s0,11,1e-05,1.35783,1.3896,1.39443,4.14186,0.18276,1.8276000000000003e-06,1.3459711451359892e-06,4.4125103214497837e-07,0.58949,0.34011
e6p__lam-1e-5__s0,12,1e-05,1.33971,1.3437,1.38208,4.06549,0.18441,1.8441e-06,1.3764919273574133e-06,4.535984592263172e-07,0.60212,0.34792
e6p__lam-1e-5__s0,13,1e-05,1.33427,1.29982,1.3657,3.99979,0.1856,1.856e-06,1.391022806478449e-06,4.6402436127896716e-07,0.61095,0.35959
e6p__lam-1e-5__s0,14,1e-05,1.30967,1.26191,1.35618,3.92776,0.18475,1.8475e-06,1.4106607007872215e-06,4.7036988003340326e-07,0.62343,0.36897
e6p__lam-1e-5__s0,15,1e-05,1.29848,1.24732,1.34334,3.88914,0.18952,1.8952e-06,1.459552707781406e-06,4.873056768334388e-07,0.62561,0.37223
e6p__lam-1e-5__s0,16,1e-05,1.28495,1.19745,1.33107,3.81347,0.19273,1.9273e-06,1.4999027199501927e-06,5.05392726309634e-07,0.62803,0.37754
e6p__lam-1e-5__s0,17,1e-05,1.28972,1.20308,1.34281,3.83561,0.18765,1.8765000000000002e-06,1.4549669695747917e-06,4.892311783523351e-07,0.63627,0.3798
e6p__lam-1e-5__s0,18,1e-05,1.2735,1.17445,1.32511,3.77306,0.19452,1.9452e-06,1.5274440518256771e-06,5.155497129650734e-07,0.63778,0.384
e6p__lam-1e-5__s0,19,1e-05,1.2563,1.14743,1.31156,3.71529,0.19773,1.9773e-06,1.5739075061689087e-06,5.322060996584386e-07,0.64762,0.3931
e6p__lam-1e-5__s0,20,1e-05,1.24427,1.13708,1.31162,3.6929700000000003,0.20151,2.0151e-06,1.619503805444156e-06,5.456583725294275e-07,0.65092,0.39096
e6p__lam-1e-5__s0,21,1e-05,1.24104,1.11198,1.30015,3.65317,0.20702,2.0702e-06,1.6681170631083608e-06,5.666859193522339e-07,0.66172,0.39868
e6p__lam-1e-5__s0,22,1e-05,1.22676,1.09534,1.29569,3.61779,0.20271,2.0271e-06,1.6524014477159346e-06,5.603144461121292e-07,0.66123,0.39617
e6p__lam-1e-5__s0,23,1e-05,1.21144,1.0704,1.28409,3.56593,0.19972,1.9972e-06,1.648616522485637e-06,5.600782965453613e-07,0.65332,0.39573
e6p__lam-1e-5__s0,24,1e-05,1.19985,1.04696,1.27294,3.51975,0.19485,1.9485e-06,1.6239529941242654e-06,5.535904538674622e-07,0.65933,0.40166
e6p__lam-1e-5__s0,25,1e-05,1.19543,1.03804,1.27464,3.5081100000000003,0.18974,1.8974e-06,1.5872112963536133e-06,5.408610334339573e-07,0.6538,0.39439
e6p__lam-1e-5__s0,26,1e-05,1.19454,1.01442,1.27505,3.4840100000000005,0.18665,1.8665000000000003e-06,1.5625261606978422e-06,5.35733249904564e-07,0.64769,0.38466
e6p__lam-1e-5__s0,27,1e-05,1.17962,0.99844,1.25541,3.43347,0.1785,1.785e-06,1.5131991658330652e-06,5.198822182806316e-07,0.65812,0.39684
e6p__lam-1e-5__s0,28,1e-05,1.1682,0.98,1.25401,3.40221,0.17609,1.7609000000000002e-06,1.5073617531244652e-06,5.17575340734405e-07,0.66282,0.39811
e6p__lam-1e-5__s0,29,1e-05,1.15582,0.97043,1.24865,3.3749000000000002,0.17214,1.7214e-06,1.4893322489661018e-06,5.100595573202168e-07,0.66579,0.39479
e6p__lam-1e-5__s0,30,1e-05,1.15314,0.96763,1.24318,3.36395,0.17378,1.7378000000000001e-06,1.5070156268969944e-06,5.165950742430774e-07,0.66869,0.40262
e6p__lam-1e-5__s0,31,1e-05,1.14205,0.93806,1.23613,3.3162399999999996,0.18421,1.8421000000000003e-06,1.6129766647694938e-06,5.554784937157746e-07,0.67125,0.40678
e6p__lam-1e-5__s0,32,1e-05,1.12796,0.92474,1.22425,3.2769500000000003,0.18829,1.8829000000000002e-06,1.6692967835738857e-06,5.745891759105266e-07,0.66878,0.41063
e6p__lam-1e-5__s0,33,1e-05,1.1215,0.91994,1.22465,3.2660899999999997,0.1829,1.8290000000000002e-06,1.6308515381185915e-06,5.599968157644157e-07,0.6659,0.4024
e6p__lam-1e-5__s0,34,1e-05,1.12484,0.89292,1.21273,3.23049,0.1871,1.871e-06,1.663347676113936e-06,5.791691043773545e-07,0.68058,0.41901
e6p__lam-1e-5__s0,35,1e-05,1.10347,0.89889,1.20852,3.21088,0.18042,1.8042e-06,1.6350240604638097e-06,5.619020330875025e-07,0.68077,0.4173
e6p__lam-1e-5__s0,36,1e-05,1.10863,0.88896,1.20935,3.20694,0.17836,1.7836e-06,1.6088325230239123e-06,5.561688088957075e-07,0.67486,0.41056
e6p__lam-1e-5__s0,37,1e-05,1.10595,0.86644,1.20339,3.1757799999999996,0.17266,1.7266000000000001e-06,1.5611917356119175e-06,5.436774587660356e-07,0.66753,0.40389
e6p__lam-1e-5__s0,38,1e-05,1.07611,0.84331,1.18527,3.1046899999999997,0.17219,1.7219000000000002e-06,1.6001152298556841e-06,5.54612537805707e-07,0.67339,0.41474
e6p__lam-1e-5__s0,39,1e-05,1.08364,0.8472,1.19401,3.12485,0.16835,1.6835e-06,1.553560222952272e-06,5.387458598012704e-07,0.67142,0.41205
e6p__lam-1e-5__s0,40,1e-05,1.07712,0.83899,1.1904,3.10651,0.16797,1.6797000000000002e-06,1.559436274509804e-06,5.407032328883539e-07,0.67933,0.41751
e6p__lam-1e-5__s0,41,1e-05,1.07076,0.83316,1.18318,3.0870999999999995,0.17373,1.7373e-06,1.6224924352796146e-06,5.627611674386967e-07,0.67582,0.41169
e6p__lam-1e-5__s0,42,1e-05,1.0645,0.82442,1.18139,3.07031,0.17556,1.7556000000000002e-06,1.649224988257398e-06,5.71798938869365e-07,0.67493,0.41219
e6p__lam-1e-5__s0,43,1e-05,1.04669,0.81146,1.16794,3.02609,0.18192,1.8192e-06,1.7380504256274545e-06,6.01171809166284e-07,0.67873,0.41418
e6p__lam-1e-5__s0,44,1e-05,1.04234,0.79999,1.16655,3.00888,0.18337,1.8337000000000001e-06,1.7592148435251454e-06,6.094294222434926e-07,0.67647,0.40966
e6p__lam-1e-5__s0,45,1e-05,1.0238,0.7784,1.15878,2.96098,0.18454,1.8454000000000002e-06,1.8025004883766361e-06,6.232396031043777e-07,0.68557,0.42011
e6p__lam-1e-5__s0,46,1e-05,1.03895,0.78835,1.16151,2.98881,0.18384,1.8384000000000003e-06,1.7694788007122579e-06,6.150943017455109e-07,0.68339,0.41647
e6p__lam-1e-5__s0,47,1e-05,1.01816,0.76582,1.15112,2.9351,0.178,1.7800000000000001e-06,1.7482517482517485e-06,6.0645293175701e-07,0.68975,0.42225
e6p__lam-1e-5__s0,48,1e-05,1.01703,0.76937,1.14969,2.93609,0.17953,1.7953000000000002e-06,1.7652379969125787e-06,6.114594579866422e-07,0.69191,0.42427
e6p__lam-1e-5__s0,49,1e-05,1.00895,0.75514,1.14719,2.9112799999999996,0.17829,1.7829000000000001e-06,1.7670845928936024e-06,6.124110356956391e-07,0.67954,0.42328
e6p__lam-1e-5__s0,50,1e-05,1.00494,0.7399,1.13576,2.8806000000000003,0.18292,1.8292000000000002e-06,1.8202081716321376e-06,6.350065958480872e-07,0.67765,0.41293
e6p__lam-1e-5__s0,51,1e-05,1.00569,0.73703,1.1431,2.88582,0.19431,1.9431e-06,1.9321063150672674e-06,6.733268187205024e-07,0.67928,0.41327
e6p__lam-1e-5__s0,52,1e-05,0.98479,0.73178,1.13481,2.85138,0.1935,1.935e-06,1.9648859147635536e-06,6.786187740672938e-07,0.68711,0.42169
e6p__lam-1e-5__s0,53,1e-05,0.98408,0.72968,1.12791,2.8416699999999997,0.19316,1.9316000000000003e-06,1.962848548898464e-06,6.797411381335625e-07,0.6834,0.42096
e6p__lam-1e-5__s0,54,1e-05,0.97723,0.71647,1.13023,2.8239300000000003,0.20079,2.0079000000000003e-06,2.0546851815846835e-06,7.110303725658922e-07,0.68171,0.41993
e6p__lam-1e-5__s0,55,1e-05,0.96863,0.71755,1.12232,2.8085,0.21387,2.1387000000000004e-06,2.207963825196412e-06,7.615097026882679e-07,0.69511,0.42496
e6p__lam-1e-5__s0,56,1e-05,0.96299,0.70014,1.11303,2.77616,0.21156,2.1156e-06,2.196907548364988e-06,7.620598236412888e-07,0.68569,0.42354
e6p__lam-1e-5__s0,57,1e-05,0.96254,0.69964,1.11612,2.7782999999999998,0.21479,2.1479000000000002e-06,2.2314916782679163e-06,7.730986574523991e-07,0.68261,0.41809
e6p__lam-1e-5__s0,58,1e-05,0.95319,0.68429,1.10676,2.74424,0.2111,2.111e-06,2.2146686389911773e-06,7.692475876745475e-07,0.6852,0.41952
e6p__lam-1e-5__s0,59,1e-05,0.94182,0.67775,1.10702,2.72659,0.21123,2.1123e-06,2.2427852455883293e-06,7.747039342181993e-07,0.68025,0.4198
e6p__lam-1e-5__s0,60,1e-05,0.93831,0.67603,1.10017,2.7145099999999998,0.21619,2.1619e-06,2.3040359795803095e-06,7.964236639393482e-07,0.67713,0.41726
e6p__lam-1e-5__s0,61,1e-05,0.92703,0.66285,1.09724,2.68712,0.22125,2.2125e-06,2.3866541535872623e-06,8.23372234957873e-07,0.68564,0.4234
e6p__lam-1e-5__s0,62,1e-05,0.92799,0.66446,1.09603,2.68848,0.2175,2.1750000000000004e-06,2.343775256198882e-06,8.090073201214069e-07,0.68705,0.42564
e6p__lam-1e-5__s0,63,1e-05,0.92093,0.66624,1.09785,2.6850199999999997,0.21669,2.1669e-06,2.3529475638756472e-06,8.070330947255514e-07,0.6813,0.41821
e6p__lam-1e-5__s0,64,1e-05,0.91303,0.64588,1.08266,2.6415699999999998,0.21548,2.1548e-06,2.360053886509753e-06,8.157270108306804e-07,0.68192,0.42406
e6p__lam-1e-5__s0,65,1e-05,0.90784,0.63942,1.0838,2.63106,0.21756,2.1756000000000004e-06,2.3964575255551643e-06,8.268910629176075e-07,0.68626,0.42367
e6p__lam-1e-5__s0,66,1e-05,0.90411,0.64179,1.08045,2.62635,0.21957,2.1957e-06,2.4285761688290143e-06,8.36027186018619e-07,0.6771,0.4229
e6p__lam-1e-5__s0,67,1e-05,0.89415,0.62945,1.07696,2.6005599999999998,0.2189,2.189e-06,2.4481351003746577e-06,8.417417786938199e-07,0.67921,0.41974
e6p__lam-1e-5__s0,68,1e-05,0.8891,0.627,1.07541,2.59151,0.22131,2.2131e-06,2.48914632774716e-06,8.539808837318784e-07,0.68261,0.42485
e6p__lam-1e-5__s0,69,1e-05,0.88901,0.61465,1.06925,2.5729100000000003,0.2254,2.254e-06,2.5354045511299086e-06,8.760508529252868e-07,0.6812,0.42391
e6p__lam-1e-5__s0,70,1e-05,0.87027,0.61613,1.06639,2.55279,0.21936,2.1936e-06,2.5205970560860424e-06,8.592951241582739e-07,0.68737,0.42676
e6p__lam-1e-5__s0,71,1e-05,0.88166,0.61574,1.06463,2.56203,0.21686,2.1686000000000003e-06,2.4596783340516757e-06,8.464381759776428e-07,0.68148,0.42184
e6p__lam-1e-5__s0,72,1e-05,0.86299,0.60165,1.05821,2.52285,0.21226,2.1226000000000002e-06,2.4595881759927693e-06,8.413500604475099e-07,0.68554,0.42321
e6p__lam-1e-5__s0,73,1e-05,0.86196,0.60262,1.06361,2.52819,0.21633,2.1633e-06,2.5097452317972996e-06,8.556714487439631e-07,0.67808,0.4228
e6p__lam-1e-5__s0,74,1e-05,0.85087,0.58763,1.05259,2.49109,0.22021,2.2021e-06,2.5880569299658e-06,8.839905422927314e-07,0.68542,0.42773
e6p__lam-1e-5__s0,75,1e-05,0.85916,0.59655,1.0535,2.5092100000000004,0.21566,2.1566000000000002e-06,2.510126169747195e-06,8.594736988932771e-07,0.6888,0.42701
e6p__lam-1e-5__s0,76,1e-05,0.84346,0.59099,1.05062,2.4850700000000003,0.21236,2.1236000000000003e-06,2.517724610532806e-06,8.545433327833823e-07,0.68932,0.429
e6p__lam-1e-5__s0,77,1e-05,0.83352,0.58243,1.04822,2.46417,0.20465,2.0465000000000002e-06,2.455250023994625e-06,8.305027656371111e-07,0.69192,0.42863
e6p__lam-1e-5__s0,78,1e-05,0.84112,0.58453,1.046,2.4716500000000003,0.20218,2.0218000000000003e-06,2.403699828799696e-06,8.17996075496126e-07,0.69199,0.42863
e6p__lam-1e-5__s0,79,1e-05,0.83139,0.56978,1.04465,2.4458200000000003,0.20364,2.0364e-06,2.449391982102263e-06,8.326041981830224e-07,0.68987,0.42718
e6p__lam-1e-5__s0,80,1e-05,0.82611,0.57078,1.04208,2.43897,0.20268,2.0268000000000002e-06,2.453426299161129e-06,8.310065314456514e-07,0.68731,0.42999
e6p__lam-1e-5__s0,81,1e-05,0.81517,0.55844,1.03393,2.40754,0.20228,2.0228e-06,2.4814455880368513e-06,8.401937247148541e-07,0.69154,0.43101
e6p__lam-1e-5__s0,82,1e-05,0.80876,0.55983,1.03126,2.3998500000000003,0.20285,2.0285e-06,2.5081606409812554e-06,8.45261162155968e-07,0.69401,0.43164
e6p__lam-1e-5__s0,83,1e-05,0.80742,0.54814,1.03078,2.38634,0.20777,2.0777000000000005e-06,2.5732580317554686e-06,8.706638618134886e-07,0.68846,0.42912
e6p__lam-1e-5__s0,84,1e-05,0.80246,0.54602,1.02917,2.37765,0.21088,2.1088000000000005e-06,2.627919148618e-06,8.869261665930647e-07,0.68198,0.42567
e6p__lam-1e-5__s0,85,1e-05,0.79348,0.53587,1.02335,2.3526999999999996,0.21055,2.1055e-06,2.653501033422393e-06,8.949292302461004e-07,0.69156,0.43126
e6p__lam-1e-5__s0,86,1e-05,0.79404,0.54608,1.03054,2.37066,0.21026,2.1026e-06,2.6479774318674124e-06,8.869260037289194e-07,0.68747,0.42787
e6p__lam-1e-5__s0,87,1e-05,0.79367,0.54973,1.02865,2.3720499999999998,0.21029,2.1029000000000002e-06,2.649589879924906e-06,8.865327459370589e-07,0.68803,0.42691
e6p__lam-1e-5__s0,88,1e-05,0.78746,0.53737,1.02651,2.35134,0.20892,2.0892000000000003e-06,2.6530871409341427e-06,8.885146342085791e-07,0.68851,0.42806
e6p__lam-1e-5__s0,89,1e-05,0.77732,0.53062,1.02345,2.33139,0.20993,2.0993000000000004e-06,2.70068954870581e-06,9.004499461694528e-07,0.68861,0.42849
e6p__lam-1e-5__s0,90,1e-05,0.76974,0.51855,1.0152,2.30349,0.20977,2.0977000000000003e-06,2.7252059136851407e-06,9.10661648194696e-07,0.68497,0.4268
e6p__lam-1e-5__s0,91,1e-05,0.72857,0.4159,0.97626,2.12073,0.20626,2.0626e-06,2.8310251588728603e-06,9.725896271566867e-07,0.67062,0.41474
e6p__lam-1e-5__s0,92,1e-05,0.68779,0.38427,0.9557,2.02776,0.20683,2.0683e-06,3.0071678855464604e-06,1.0199925040438713e-06,0.68003,0.42348
e6p__lam-1e-5__s0,93,1e-05,0.67831,0.37826,0.95097,2.00754,0.20502,2.0502000000000003e-06,3.0225118308737897e-06,1.0212498879225323e-06,0.6822,0.423
e6p__lam-1e-5__s0,94,1e-05,0.66848,0.37232,0.94726,1.98806,0.20374,2.0374e-06,3.047809956917186e-06,1.0248181644417173e-06,0.6769,0.42317
e6p__lam-1e-5__s0,95,1e-05,0.66398,0.37226,0.95001,1.98625,0.20463,2.0463e-06,3.0818699358414412e-06,1.030232850849591e-06,0.68114,0.42445
e6p__lam-1e-5__s0,96,1e-05,0.651,0.36335,0.94191,1.95626,0.20503,2.0503e-06,3.149462365591398e-06,1.0480713197632216e-06,0.68148,0.42502
e6p__lam-1e-5__s0,97,1e-05,0.64836,0.35926,0.94048,1.9481000000000002,0.2074,2.0740000000000004e-06,3.1988401505336544e-06,1.064627072532211e-06,0.67871,0.42413
e6p__lam-1e-5__s0,98,1e-05,0.6491,0.36091,0.94204,1.95205,0.20555,2.0555000000000005e-06,3.166692343244493e-06,1.0529955687610463e-06,0.68366,0.42591
e6p__lam-1e-5__s0,99,1e-05,0.6419,0.35923,0.94021,1.94134,0.20585,2.0585000000000003e-06,3.206885807758218e-06,1.060350067479164e-06,0.68094,0.42425
e6p__lam-1e-5__s0,100,1e-05,0.6366,0.35148,0.93437,1.92245,0.20679,2.0679e-06,3.2483506126295946e-06,1.0756586647247003e-06,0.68215,0.42545
e6p__lam-1e-4__s0,1,0.0001,1.44,2.28827,1.39675,5.125019999999999,0.07667,7.667000000000001e-06,5.324305555555557e-06,1.4959941619740026e-06,0.57576,0.34294
e6p__lam-1e-4__s0,2,0.0001,1.42979,1.6882,1.40284,4.52083,0.09074,9.074e-06,6.346386532287959e-06,2.0071535536616064e-06,0.55265,0.3159
e6p__lam-1e-4__s0,3,0.0001,1.48073,1.73274,1.47353,4.687,0.15125,1.5125e-05,1.021455633370027e-05,3.227010881160657e-06,0.48082,0.25329
e6p__lam-1e-4__s0,4,0.0001,1.49156,1.73686,1.48768,4.7161,0.16199,1.6199000000000002e-05,1.086044141703988e-05,3.4348296261741697e-06,0.50769,0.28605
e6p__lam-1e-4__s0,5,0.0001,1.47662,1.6535,1.46949,4.59961,0.1577,1.577e-05,1.0679795749752813e-05,3.4285515511097676e-06,0.52667,0.29777
e6p__lam-1e-4__s0,6,0.0001,1.46033,1.60499,1.46323,4.52855,0.16147,1.6147e-05,1.1057089835859019e-05,3.5656004681410164e-06,0.52742,0.30031
e6p__lam-1e-4__s0,7,0.0001,1.435,1.53584,1.44301,4.41385,0.14932,1.4932000000000002e-05,1.0405574912891988e-05,3.3829876411749386e-06,0.55078,0.30812
e6p__lam-1e-4__s0,8,0.0001,1.4017,1.48062,1.43056,4.31288,0.14242,1.4242e-05,1.0160519369337233e-05,3.3022017770028383e-06,0.5634,0.32661
e6p__lam-1e-4__s0,9,0.0001,1.39618,1.45439,1.41875,4.2693200000000004,0.13396,1.3396e-05,9.594751393086852e-06,3.1377362202880083e-06,0.56821,0.33399
e6p__lam-1e-4__s0,10,0.0001,1.35761,1.40978,1.39412,4.16151,0.12453,1.2453000000000001e-05,9.172737384079376e-06,2.9924234232285882e-06,0.60196,0.35758
e6p__lam-1e-4__s0,11,0.0001,1.35109,1.376,1.38656,4.11365,0.11287,1.1287e-05,8.353995662761178e-06,2.7437920095292503e-06,0.6107,0.36005
e6p__lam-1e-4__s0,12,0.0001,1.34296,1.33364,1.37418,4.05078,0.11252,1.1252e-05,8.378507178173587e-06,2.7777366334384987e-06,0.61629,0.36459
e6p__lam-1e-4__s0,13,0.0001,1.33425,1.29244,1.36348,3.99017,0.10616,1.0616000000000001e-05,7.956529885703581e-06,2.6605382728054196e-06,0.60272,0.35427
e6p__lam-1e-4__s0,14,0.0001,1.31114,1.2653,1.35745,3.93389,0.09835,9.835000000000002e-06,7.5011059078359305e-06,2.500069905360852e-06,0.6085,0.36371
e6p__lam-1e-4__s0,15,0.0001,1.29544,1.24091,1.34552,3.8818699999999997,0.09057,9.057e-06,6.991446921509295e-06,2.333153866564311e-06,0.62747,0.37273
e6p__lam-1e-4__s0,16,0.0001,1.29189,1.20591,1.33761,3.8354099999999995,0.08166,8.166e-06,6.320971599749204e-06,2.129107448747331e-06,0.64759,0.39018
e6p__lam-1e-4__s0,17,0.0001,1.28589,1.19994,1.33578,3.8216099999999997,0.08046,8.046e-06,6.257144856869561e-06,2.105395370014209e-06,0.64504,0.38335
e6p__lam-1e-4__s0,18,0.0001,1.27481,1.17748,1.32234,3.77463,0.13418,1.3418e-05,1.052549007303049e-05,3.5547855021551777e-06,0.64297,0.38625
e6p__lam-1e-4__s0,19,0.0001,1.25429,1.15488,1.31164,3.7208099999999993,0.18082,1.8082e-05,1.441612386290252e-05,4.859694528879466e-06,0.64849,0.38957
e6p__lam-1e-4__s0,20,0.0001,1.24826,1.14635,1.31188,3.70649,0.18157,1.8157000000000003e-05,1.4545847820165673e-05,4.898704704450842e-06,0.63388,0.38064
e6p__lam-1e-4__s0,21,0.0001,1.24143,1.1135,1.30141,3.65634,0.18097,1.8097e-05,1.4577543639190288e-05,4.949485004129813e-06,0.64875,0.39272
e6p__lam-1e-4__s0,22,0.0001,1.23095,1.07772,1.29072,3.5993900000000005,0.17989,1.7989e-05,1.4613916081075593e-05,4.997791292413436e-06,0.6584,0.39703
e6p__lam-1e-4__s0,23,0.0001,1.21245,1.05813,1.2794,3.5499799999999997,0.17251,1.7251e-05,1.4228215596519444e-05,4.859463996980265e-06,0.64907,0.38996
e6p__lam-1e-4__s0,24,0.0001,1.19888,1.04149,1.26692,3.5072900000000002,0.16904,1.6904e-05,1.4099826504737756e-05,4.81967558998543e-06,0.66249,0.40243
e6p__lam-1e-4__s0,25,0.0001,1.19909,1.03797,1.26856,3.50562,0.16457,1.6457000000000002e-05,1.3724574468972305e-05,4.694462035246262e-06,0.64761,0.3931
e6p__lam-1e-4__s0,26,0.0001,1.18347,1.00854,1.26728,3.4592899999999998,0.15722,1.5722e-05,1.3284662898087825e-05,4.544863252285874e-06,0.66071,0.39703
e6p__lam-1e-4__s0,27,0.0001,1.17765,0.99319,1.24891,3.41975,0.15006,1.5006e-05,1.2742325818367086e-05,4.388040061407998e-06,0.6509,0.39316
e6p__lam-1e-4__s0,28,0.0001,1.16738,0.96983,1.24728,3.38449,0.15413,1.5413e-05,1.3203070122839176e-05,4.55400961444708e-06,0.66293,0.40547
e6p__lam-1e-4__s0,29,0.0001,1.15022,0.9682,1.23937,3.35779,0.15641,1.5641e-05,1.3598268157395978e-05,4.658123348988472e-06,0.66601,0.40396
e6p__lam-1e-4__s0,30,0.0001,1.15092,0.9525,1.23774,3.34116,0.15173,1.5173000000000002e-05,1.3183366350397945e-05,4.5412371751128355e-06,0.66082,0.40397
e6p__lam-1e-4__s0,31,0.0001,1.14382,0.9345,1.23018,3.3085000000000004,0.14774,1.4774000000000001e-05,1.2916367959993705e-05,4.465467734622941e-06,0.66356,0.40704
e6p__lam-1e-4__s0,32,0.0001,1.12603,0.91973,1.21753,3.26329,0.14759,1.4759e-05,1.3107110822979848e-05,4.522736256967662e-06,0.67608,0.41334
e6p__lam-1e-4__s0,33,0.0001,1.12546,0.90995,1.22245,3.25786,0.14379,1.4379e-05,1.2776109324187445e-05,4.4136334894685475e-06,0.67028,0.40858
e6p__lam-1e-4__s0,34,0.0001,1.12042,0.89607,1.20872,3.22521,0.13838,1.3838e-05,1.2350725620749363e-05,4.290573327008164e-06,0.67346,0.41091
e6p__lam-1e-4__s0,35,0.0001,1.10631,0.89358,1.2044,3.20429,0.13819,1.3819000000000001e-05,1.2491073930453491e-05,4.3126558457567825e-06,0.67388,0.41444
e6p__lam-1e-4__s0,36,0.0001,1.11369,0.89486,1.20928,3.21783,0.13756,1.3756e-05,1.2351731630884715e-05,4.274930620946414e-06,0.6649,0.40527
e6p__lam-1e-4__s0,37,0.0001,1.11187,0.86489,1.20294,3.1797,0.13138,1.3138e-05,1.1816129583494475e-05,4.13183633676133e-06,0.66919,0.40746
e6p__lam-1e-4__s0,38,0.0001,1.08201,0.84944,1.1861,3.1175499999999996,0.12727,1.2727e-05,1.1762368185136922e-05,4.082372375743774e-06,0.66074,0.40478
e6p__lam-1e-4__s0,39,0.0001,1.08903,0.85311,1.19583,3.13797,0.12561,1.2561e-05,1.1534117517423764e-05,4.0029063375366875e-06,0.66716,0.40935
e6p__lam-1e-4__s0,40,0.0001,1.07288,0.84213,1.19074,3.10575,0.12238,1.2238e-05,1.1406681082693311e-05,3.9404330676970134e-06,0.67815,0.41233
e6p__lam-1e-4__s0,41,0.0001,1.07346,0.82818,1.18608,3.08772,0.11725,1.1725e-05,1.0922624038156988e-05,3.797300273340847e-06,0.67916,0.419
e6p__lam-1e-4__s0,42,0.0001,1.06224,0.82595,1.1764,3.06459,0.11599,1.1599e-05,1.0919377918361198e-05,3.7848456074058848e-06,0.67685,0.41879
e6p__lam-1e-4__s0,43,0.0001,1.04758,0.80789,1.16458,3.02005,0.12074,1.2074e-05,1.1525611409152523e-05,3.9979470538567245e-06,0.67269,0.41288
e6p__lam-1e-4__s0,44,0.0001,1.05148,0.80846,1.17028,3.03022,0.11758,1.1758000000000002e-05,1.1182333472819266e-05,3.880246318749134e-06,0.68161,0.41809
e6p__lam-1e-4__s0,45,0.0001,1.03188,0.78561,1.16286,2.9803499999999996,0.11441,1.1441000000000001e-05,1.108752955770051e-05,3.838810877917024e-06,0.67418,0.41292
e6p__lam-1e-4__s0,46,0.0001,1.03548,0.79509,1.15713,2.9877,0.11237,1.1237000000000001e-05,1.0851972032294204e-05,3.761087123874553e-06,0.68189,0.41883
e6p__lam-1e-4__s0,47,0.0001,1.01775,0.76376,1.1499,2.9314099999999996,0.10677,1.0677000000000001e-05,1.0490788504053061e-05,3.6422745368269886e-06,0.68382,0.41881
e6p__lam-1e-4__s0,48,0.0001,1.02488,0.77049,1.15242,2.9477900000000004,0.1023,1.023e-05,9.981656389040668e-06,3.4703964665054156e-06,0.6861,0.42379
e6p__lam-1e-4__s0,49,0.0001,1.0176,0.76051,1.14827,2.92638,0.09948,9.948e-06,9.775943396226415e-06,3.3994218112480265e-06,0.66997,0.41215
e6p__lam-1e-4__s0,50,0.0001,1.00685,0.74702,1.13642,2.8902900000000002,0.09461,9.461e-06,9.396633063514922e-06,3.2733739520947722e-06,0.67829,0.41549
e6p__lam-1e-4__s0,51,0.0001,1.00548,0.74449,1.13875,2.8887199999999997,0.09377,9.377000000000002e-06,9.325894100330194e-06,3.246074385887176e-06,0.68404,0.42114
e6p__lam-1e-4__s0,52,0.0001,0.98988,0.73548,1.13506,2.86042,0.08928,8.928e-06,9.019275063644079e-06,3.1212199607050713e-06,0.68702,0.42131
e6p__lam-1e-4__s0,53,0.0001,0.98893,0.73008,1.13164,2.85065,0.08683,8.683000000000001e-06,8.780196778336183e-06,3.0459719713047906e-06,0.67896,0.42115
