run,epoch,lambda_tv,train/box_loss,train/cls_loss,train/dfl_loss,train/det_loss,train/rsl_loss,weighted_rsl_loss,ratio_rsl_to_box,ratio_rsl_to_det,metrics/mAP50(B),metrics/mAP50-95(B)
e7p__nwd-sizegate__s0,43,0.0001,1156.52,1.54006,1.44898,1159.50904,0.13872,1.3872000000000002e-05,1.1994604503164668e-08,1.196368421586433e-08,0.49416,0.29477
e7p__nwd-sizegate__s0,44,0.0001,1150.22,1.56117,1.4502,1153.23137,0.13689,1.3689000000000002e-05,1.1901201509276488e-08,1.18701245527166e-08,0.50243,0.30177
e7p__nwd-sizegate__s0,45,0.0001,1121.83,1.51704,1.4362,1124.78324,0.1384,1.384e-05,1.2336985104695008e-08,1.2304593016517565e-08,0.50902,0.30691
e7p__nwd-sizegate__s0,46,0.0001,1171.44,1.5115,1.43422,1174.3857200000002,0.13255,1.3255000000000001e-05,1.1315133510892578e-08,1.128675168155144e-08,0.50892,0.30282
e7p__nwd-sizegate__s0,47,0.0001,1102.4,1.49979,1.42717,1105.32696,0.12874,1.2874e-05,1.1678156748911465e-08,1.1647232417094033e-08,0.50836,0.30462
e7p__nwd-sizegate__s0,48,0.0001,1124.77,1.50008,1.42797,1127.69805,0.12593,1.2593e-05,1.1196066751424736e-08,1.1166996342682335e-08,0.51389,0.31169
e7p__nwd-sizegate__s0,49,0.0001,1138.88,1.49865,1.42328,1141.80193,0.13109,1.3109000000000001e-05,1.1510431300927227e-08,1.1480975513852915e-08,0.51992,0.31482
e7p__nwd-sizegate__s0,50,0.0001,1114.43,1.4832,1.40897,1117.32217,0.14259,1.4259e-05,1.2794881688396759e-08,1.2761762348275969e-08,0.51538,0.31126
e7p__nwd-sizegate__s0,51,0.0001,1114.02,1.46935,1.41002,1116.89937,0.13683,1.3683000000000001e-05,1.2282544299025153e-08,1.2250879862166992e-08,0.52751,0.3224
e7p__nwd-sizegate__s0,52,0.0001,1074.21,1.46306,1.40137,1077.0744300000001,0.13741,1.3741000000000001e-05,1.2791726012604613e-08,1.275770700451964e-08,0.52437,0.31468
e7p__nwd-sizegate__s0,53,0.0001,1087.44,1.44342,1.38915,1090.27257,0.13711,1.3711000000000001e-05,1.2608511733980726e-08,1.2575754336367464e-08,0.51631,0.31172
e7p__nwd-sizegate__s0,54,0.0001,1050.79,1.44458,1.39139,1053.62597,0.137,1.3700000000000001e-05,1.303780964797914e-08,1.3002716704107056e-08,0.52917,0.31422
e7p__nwd-sizegate__s0,55,0.0001,1042.91,1.44014,1.38252,1045.7326600000001,0.13194,1.3194000000000001e-05,1.265113959977371e-08,1.261699142111522e-08,0.53605,0.32649
e7p__nwd-sizegate__s0,56,0.0001,1081.7,1.40824,1.37155,1084.47979,0.1326,1.326e-05,1.2258482019044098e-08,1.2227060496904234e-08,0.53029,0.31835
e7p__nwd-sizegate__s0,57,0.0001,1085.52,1.4197,1.38395,1088.3236499999998,0.13149,1.3149e-05,1.2113088657970375e-08,1.2081883913852284e-08,0.53541,0.32063
e7p__nwd-sizegate__s0,58,0.0001,1068.92,1.38139,1.36065,1071.6620400000002,0.13217,1.3217000000000002e-05,1.2364816824458332e-08,1.2333179217582438e-08,0.53801,0.32473
e7p__nwd-sizegate__s0,59,0.0001,1020.12,1.37927,1.36002,1022.85929,0.13559,1.3559e-05,1.3291573540367799e-08,1.3255977760147245e-08,0.54224,0.32641
e7p__nwd-sizegate__s0,60,0.0001,1057.95,1.36109,1.34812,1060.6592100000003,0.14249,1.4249000000000002e-05,1.346850040172031e-08,1.3434098215203353e-08,0.53604,0.32283
e7p__nwd-sizegate__s0,61,0.0001,1024.49,1.36257,1.35291,1027.20548,0.14724,1.4724000000000002e-05,1.4372029009555976e-08,1.4334035679015264e-08,0.54491,0.32806
e7p__nwd-sizegate__s0,62,0.0001,1008.61,1.34433,1.33541,1011.28974,0.14163,1.4163000000000001e-05,1.404209754017906e-08,1.4004888450663012e-08,0.53866,0.32636
e7p__nwd-sizegate__s0,63,0.0001,997.274,1.33987,1.3386,999.9524700000001,0.14586,1.4585999999999999e-05,1.4625870121952442e-08,1.458669330553281e-08,0.54404,0.32859
e7p__nwd-sizegate__s0,64,0.0001,1037.33,1.314,1.31866,1039.96266,0.14359,1.4359000000000001e-05,1.3842268130681656e-08,1.3807226501766903e-08,0.55171,0.33541
e7p__nwd-sizegate__s0,65,0.0001,1013.13,1.32289,1.32693,1015.77982,0.14196,1.4196000000000001e-05,1.4012022149181251e-08,1.3975469605214249e-08,0.55879,0.33737
e7p__nwd-sizegate__s0,66,0.0001,1010.11,1.31574,1.31547,1012.74121,0.14492,1.4492e-05,1.4346952312124422e-08,1.4309677395274552e-08,0.55606,0.3377
e7p__nwd-sizegate__s0,67,0.0001,986.932,1.29809,1.30769,989.53778,0.14793,1.4793e-05,1.4988874613448546e-08,1.4949403953025422e-08,0.56134,0.33912
e7p__nwd-sizegate__s0,68,0.0001,978.458,1.29568,1.30445,981.0581299999999,0.14901,1.4901000000000002e-05,1.5229064507623223e-08,1.518870242683785e-08,0.56346,0.33938
e7p__nwd-sizegate__s0,69,0.0001,1005.06,1.27563,1.28706,1007.6226899999999,0.15198,1.5198000000000001e-05,1.5121485284460632e-08,1.508302676272604e-08,0.56281,0.34035
e7p__nwd-sizegate__s0,70,0.0001,956.719,1.27798,1.28778,959.28476,0.15154,1.5154000000000001e-05,1.583955163428342e-08,1.5797186228623085e-08,0.5651,0.3412
e7p__nwd-sizegate__s0,71,0.0001,992.344,1.25882,1.28832,994.8911400000001,0.152,1.52e-05,1.5317269011552445e-08,1.5278053436077436e-08,0.56847,0.3437
e7p__nwd-sizegate__s0,72,0.0001,969.83,1.23418,1.27359,972.3377700000001,0.15197,1.5197e-05,1.5669756555272573e-08,1.562934246604449e-08,0.56978,0.34382
e7p__nwd-sizegate__s0,73,0.0001,933.117,1.25118,1.28077,935.6489499999999,0.15115,1.5115000000000002e-05,1.6198397414257806e-08,1.6154563097623318e-08,0.56761,0.34325
e7p__nwd-sizegate__s0,74,0.0001,961.446,1.2255,1.2703,963.9418000000001,0.15152,1.5152e-05,1.575959544269777e-08,1.571879132121877e-08,0.57022,0.34303
e7p__nwd-sizegate__s0,75,0.0001,980.077,1.2275,1.27049,982.57499,0.1533,1.533e-05,1.5641628157787603e-08,1.5601862612033306e-08,0.5725,0.34474
e7p__nwd-sizegate__s0,76,0.0001,950.163,1.23441,1.26177,952.65918,0.15866,1.5866e-05,1.6698187574132016e-08,1.6654434590133275e-08,0.57047,0.34638
e7p__nwd-sizegate__s0,77,0.0001,926.863,1.21701,1.25998,929.3399900000001,0.16506,1.6506e-05,1.780845712904712e-08,1.776099186262285e-08,0.57566,0.35212
e7p__nwd-sizegate__s0,78,0.0001,944.921,1.21936,1.25751,947.3978700000001,0.16725,1.6725000000000003e-05,1.7699892371954906e-08,1.7653617903954125e-08,0.57147,0.34773
e7p__nwd-sizegate__s0,79,0.0001,925.312,1.2012,1.26069,927.7738899999999,0.16977,1.6977e-05,1.834732501037488e-08,1.8298639553221313e-08,0.58185,0.35314
e7p__nwd-sizegate__s0,80,0.0001,923.431,1.20483,1.2514,925.88723,0.16525,1.6525000000000002e-05,1.7895219025568778e-08,1.7847745885856964e-08,0.57478,0.34702
e7p__nwd-sizegate__s0,81,0.0001,898.749,1.19779,1.23688,901.1836700000001,0.16239,1.6239e-05,1.806844847671597e-08,1.8019634110769008e-08,0.57028,0.34607
e7p__nwd-sizegate__s0,82,0.0001,897.032,1.18638,1.2368,899.45518,0.16512,1.6512e-05,1.8407370082672635e-08,1.83577796505658e-08,0.57369,0.3487
e7p__nwd-sizegate__s0,83,0.0001,917.994,1.16348,1.23407,920.39155,0.1665,1.665e-05,1.8137373446885274e-08,1.80901269682452e-08,0.57515,0.34896
e7p__nwd-sizegate__s0,84,0.0001,909.423,1.16905,1.22962,911.8216699999999,0.16367,1.6367e-05,1.7997125650000056e-08,1.7949781781343277e-08,0.57536,0.35044
e7p__nwd-sizegate__s0,85,0.0001,888.458,1.14888,1.22293,890.82981,0.16564,1.6564000000000003e-05,1.864353745478121e-08,1.8593899546311775e-08,0.57646,0.34957
e7p__nwd-sizegate__s0,86,0.0001,872.133,1.16706,1.23154,874.5316,0.15945,1.5945e-05,1.828276191819367e-08,1.8232617323376307e-08,0.57313,0.34792
e7p__nwd-sizegate__s0,87,0.0001,869.349,1.17056,1.22633,871.74589,0.15826,1.5826e-05,1.8204426530656846e-08,1.8154372944620365e-08,0.58112,0.35312
e7p__nwd-sizegate__s0,88,0.0001,880.171,1.15247,1.22456,882.54803,0.15581,1.5581000000000002e-05,1.770224195071185e-08,1.7654563230966593e-08,0.57862,0.35332
e7p__nwd-sizegate__s0,89,0.0001,844.462,1.15397,1.22184,846.83781,0.15823,1.5823e-05,1.8737373617759e-08,1.8684805771721506e-08,0.57846,0.35145
e7p__nwd-sizegate__s0,90,0.0001,861.03,1.12671,1.20286,863.35957,0.16158,1.6158e-05,1.876589665865301e-08,1.871526135975999e-08,0.58274,0.35361
e7p__nwd-sizegate__s0,91,0.0001,426.536,1.03298,1.18446,428.75344,0.1593,1.593e-05,3.734737513363468e-08,3.715422085009977e-08,0.5743,0.34794
e7p__nwd-sizegate__s0,92,0.0001,409.027,0.96693,1.16011,411.15403999999995,0.15964,1.5964e-05,3.9029208340769684e-08,3.8827296942041486e-08,0.58348,0.35506
e7p__nwd-sizegate__s0,93,0.0001,403.935,0.96063,1.15282,406.04845,0.16045,1.6045000000000003e-05,3.9721737408246384e-08,3.9514988913268855e-08,0.5831,0.35611
e7p__nwd-sizegate__s0,94,0.0001,397.579,0.9524,1.14222,399.67362,0.16241,1.6241e-05,4.0849743069930755e-08,4.0635656664055034e-08,0.58234,0.35597
e7p__nwd-sizegate__s0,95,0.0001,396.129,0.93546,1.14367,398.20813,0.16022,1.6022e-05,4.044642023179318e-08,4.023524080234123e-08,0.58571,0.35867
e7p__nwd-sizegate__s0,96,0.0001,393.407,0.93555,1.13995,395.48249999999996,0.15921,1.5921e-05,4.046953917952655e-08,4.025715423564886e-08,0.58886,0.36143
e7p__nwd-sizegate__s0,97,0.0001,388.132,0.92413,1.13465,390.19078,0.1609,1.609e-05,4.145496892809663e-08,4.1236238334488575e-08,0.59133,0.36148
e7p__nwd-sizegate__s0,98,0.0001,389.554,0.91901,1.13417,391.60717999999997,0.16214,1.6214e-05,4.16219574179703e-08,4.1403735243056584e-08,0.58806,0.35974
e7p__nwd-sizegate__s0,99,0.0001,386.853,0.91872,1.13403,388.90575,0.16203,1.6203e-05,4.188412652868144e-08,4.166305075201383e-08,0.58975,0.3612
e7p__nwd-sizegate__s0,100,0.0001,382.855,0.90362,1.12249,384.88111000000004,0.16249,1.6249e-05,4.244165545702681e-08,4.221823201455639e-08,0.59027,0.36082
